SKU,Title,Description,UOM,Unit Price,Qty Available,Active,Attributes JSON,Last Updated
PAPER-A3-140-COATEDMATTE-G,A3 Coated Matte 140 gsm,"Recycled coated matte paper, A3, 140 gsm, for office and print.",ream,8.1,418,True,"{""size"": ""A3"", ""gsm"": 140, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-10-01T02:38:21
PAPER-A2-75-COPY-T,A2 Copy 75 gsm,"Recycled copy paper, A2, 75 gsm, for office and print.",box,33.52,477,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-05-22T05:43:08
PAPER-A5-120-COATEDGLOSS,A5 Coated Gloss 120 gsm,"Recycled coated gloss paper, A5, 120 gsm, for office and print.",pallet,488.87,126,True,"{""size"": ""A5"", ""gsm"": 120, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-10-07T23:03:29
PAPER-A4-80-UNCOATED,A4 Uncoated 80 gsm,"Ivory uncoated paper, A4, 80 gsm, for office and print.",pallet,526.33,0,True,"{""size"": ""A4"", ""gsm"": 80, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-09-25T02:53:31
PAPER-A3-250-OFFSET,A3 Offset 250 gsm,"White offset paper, A3, 250 gsm, for office and print.",box,51.49,169,True,"{""size"": ""A3"", ""gsm"": 250, ""finish"": ""Offset"", ""color"": ""White""}",2025-08-10T02:54:37
PAPER-SRA3-300-COPY-W,SRA3 Copy 300 gsm,"Ivory copy paper, SRA3, 300 gsm, for office and print.",ream,14.8,591,True,"{""size"": ""SRA3"", ""gsm"": 300, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-08-24T01:13:54
PAPER-A2-100-OFFSET-P,A2 Offset 100 gsm,"Ivory offset paper, A2, 100 gsm, for office and print.",ream,8.32,449,True,"{""size"": ""A2"", ""gsm"": 100, ""finish"": ""Offset"", ""color"": ""Ivory""}",2025-09-14T18:50:41
PAPER-A3-250-COPY-X,A3 Copy 250 gsm,"Ivory copy paper, A3, 250 gsm, for office and print.",ream,11.98,287,True,"{""size"": ""A3"", ""gsm"": 250, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-07-18T01:42:43
PAPER-A3-200-COATEDGLOSS-P,A3 Coated Gloss 200 gsm,"Bright White coated gloss paper, A3, 200 gsm, for office and print.",pallet,625.22,252,True,"{""size"": ""A3"", ""gsm"": 200, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-09-20T10:46:36
PAPER-A5-160-OFFSET,A5 Offset 160 gsm,"White offset paper, A5, 160 gsm, for office and print.",pallet,510.5,37,True,"{""size"": ""A5"", ""gsm"": 160, ""finish"": ""Offset"", ""color"": ""White""}",2025-05-07T17:40:08
PAPER-A4-90-COATEDGLOSS,A4 Coated Gloss 90 gsm,"Bright White coated gloss paper, A4, 90 gsm, for office and print.",roll,42.86,576,True,"{""size"": ""A4"", ""gsm"": 90, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-05-30T23:41:55
PAPER-A4-75-COATEDMATTE-F,A4 Coated Matte 75 gsm,"Recycled coated matte paper, A4, 75 gsm, for office and print.",box,23.78,410,True,"{""size"": ""A4"", ""gsm"": 75, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-08-17T22:08:17
PAPER-A4-80-UNCOATED-Y,A4 Uncoated 80 gsm,"Ivory uncoated paper, A4, 80 gsm, for office and print.",ream,5.5,709,True,"{""size"": ""A4"", ""gsm"": 80, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-08-14T11:14:38
PAPER-SRA3-140-COATEDMATTE,SRA3 Coated Matte 140 gsm,"Bright White coated matte paper, SRA3, 140 gsm, for office and print.",ream,8.55,663,True,"{""size"": ""SRA3"", ""gsm"": 140, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-07-28T12:41:31
PAPER-A3-170-OFFSET,A3 Offset 170 gsm,"White offset paper, A3, 170 gsm, for office and print.",box,40.33,362,True,"{""size"": ""A3"", ""gsm"": 170, ""finish"": ""Offset"", ""color"": ""White""}",2025-10-19T00:43:00
PAPER-A3-80-COPY-J,A3 Copy 80 gsm,"Bright White copy paper, A3, 80 gsm, for office and print.",ream,5.91,545,True,"{""size"": ""A3"", ""gsm"": 80, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-07-09T22:46:05
PAPER-SRA3-300-UNCOATED-V,SRA3 Uncoated 300 gsm,"Recycled uncoated paper, SRA3, 300 gsm, for office and print.",ream,15.5,496,True,"{""size"": ""SRA3"", ""gsm"": 300, ""finish"": ""Uncoated"", ""color"": ""Recycled""}",2025-08-28T01:15:33
PAPER-A4-80-COATEDMATTE,A4 Coated Matte 80 gsm,"White coated matte paper, A4, 80 gsm, for office and print.",ream,5.45,605,True,"{""size"": ""A4"", ""gsm"": 80, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-04-30T09:38:58
PAPER-A2-80-COPY,A2 Copy 80 gsm,"Recycled copy paper, A2, 80 gsm, for office and print.",box,34.98,255,True,"{""size"": ""A2"", ""gsm"": 80, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-10-04T21:29:32
PAPER-A2-200-COPY-U,A2 Copy 200 gsm,"White copy paper, A2, 200 gsm, for office and print.",box,59.09,502,True,"{""size"": ""A2"", ""gsm"": 200, ""finish"": ""Copy"", ""color"": ""White""}",2025-05-24T03:21:13
PAPER-SRA3-140-COPY,SRA3 Copy 140 gsm,"Recycled copy paper, SRA3, 140 gsm, for office and print.",ream,8.66,558,True,"{""size"": ""SRA3"", ""gsm"": 140, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-10-02T12:31:05
PAPER-A3-140-CARDSTOCK-I,A3 Cardstock 140 gsm,"White cardstock paper, A3, 140 gsm, for office and print.",box,36.48,136,True,"{""size"": ""A3"", ""gsm"": 140, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-08-09T15:59:57
PAPER-A2-300-UNCOATED-Z,A2 Uncoated 300 gsm,"White uncoated paper, A2, 300 gsm, for office and print.",ream,18.3,222,True,"{""size"": ""A2"", ""gsm"": 300, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-06-14T21:45:17
PAPER-A2-90-COATEDGLOSS,A2 Coated Gloss 90 gsm,"Bright White coated gloss paper, A2, 90 gsm, for office and print.",ream,7.74,94,True,"{""size"": ""A2"", ""gsm"": 90, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-06-17T05:40:47
PAPER-A3-90-COPY-D,A3 Copy 90 gsm,"White copy paper, A3, 90 gsm, for office and print.",box,30.61,359,True,"{""size"": ""A3"", ""gsm"": 90, ""finish"": ""Copy"", ""color"": ""White""}",2025-06-01T15:27:33
PAPER-A2-75-CARDSTOCK,A2 Cardstock 75 gsm,"White cardstock paper, A2, 75 gsm, for office and print.",pallet,581.16,127,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-07-08T21:47:45
PAPER-SRA3-70-COPY,SRA3 Copy 70 gsm,"Ivory copy paper, SRA3, 70 gsm, for office and print.",pallet,560.93,245,True,"{""size"": ""SRA3"", ""gsm"": 70, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-10-14T23:33:53
PAPER-SRA3-300-COPY-B,SRA3 Copy 300 gsm,"White copy paper, SRA3, 300 gsm, for office and print.",pallet,772.58,31,True,"{""size"": ""SRA3"", ""gsm"": 300, ""finish"": ""Copy"", ""color"": ""White""}",2025-10-06T18:23:15
PAPER-A3-120-COATEDMATTE-C,A3 Coated Matte 120 gsm,"Recycled coated matte paper, A3, 120 gsm, for office and print.",pallet,567.56,264,True,"{""size"": ""A3"", ""gsm"": 120, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-05-24T02:46:16
PAPER-SRA3-160-COATEDGLOSS-P,SRA3 Coated Gloss 160 gsm,"Bright White coated gloss paper, SRA3, 160 gsm, for office and print.",box,43.32,192,True,"{""size"": ""SRA3"", ""gsm"": 160, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-06-05T16:17:44
PAPER-A4-300-CARDSTOCK,A4 Cardstock 300 gsm,"White cardstock paper, A4, 300 gsm, for office and print.",roll,55.22,144,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-09-23T05:45:11
PAPER-A2-250-COATEDMATTE-Y,A2 Coated Matte 250 gsm,"Ivory coated matte paper, A2, 250 gsm, for office and print.",box,67.9,391,False,"{""size"": ""A2"", ""gsm"": 250, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-10-16T16:56:11
PAPER-SRA3-160-COPY-C,SRA3 Copy 160 gsm,"Bright White copy paper, SRA3, 160 gsm, for office and print.",ream,9.52,457,True,"{""size"": ""SRA3"", ""gsm"": 160, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-10-22T07:17:14
PAPER-A2-300-UNCOATED-V,A2 Uncoated 300 gsm,"Ivory uncoated paper, A2, 300 gsm, for office and print.",roll,82.37,395,True,"{""size"": ""A2"", ""gsm"": 300, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-10-18T10:41:19
PAPER-A5-140-CARDSTOCK,A5 Cardstock 140 gsm,"Ivory cardstock paper, A5, 140 gsm, for office and print.",ream,5.48,89,True,"{""size"": ""A5"", ""gsm"": 140, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-06-02T08:30:29
PAPER-A2-70-COPY-P,A2 Copy 70 gsm,"Ivory copy paper, A2, 70 gsm, for office and print.",ream,7.47,386,True,"{""size"": ""A2"", ""gsm"": 70, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-05-14T06:04:47
PAPER-A3-90-COATEDGLOSS-H,A3 Coated Gloss 90 gsm,"Recycled coated gloss paper, A3, 90 gsm, for office and print.",ream,6.58,204,True,"{""size"": ""A3"", ""gsm"": 90, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-06-23T15:02:58
PAPER-SRA3-160-UNCOATED-P,SRA3 Uncoated 160 gsm,"Bright White uncoated paper, SRA3, 160 gsm, for office and print.",ream,9.68,500,True,"{""size"": ""SRA3"", ""gsm"": 160, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-08-30T11:58:04
PAPER-A5-75-COATEDMATTE-R,A5 Coated Matte 75 gsm,"Bright White coated matte paper, A5, 75 gsm, for office and print.",ream,4.1,454,True,"{""size"": ""A5"", ""gsm"": 75, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-09-26T10:43:08
PAPER-A3-170-UNCOATED-O,A3 Uncoated 170 gsm,"Ivory uncoated paper, A3, 170 gsm, for office and print.",box,41.14,259,True,"{""size"": ""A3"", ""gsm"": 170, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-05-07T20:17:44
PAPER-SRA3-120-UNCOATED-L,SRA3 Uncoated 120 gsm,"Bright White uncoated paper, SRA3, 120 gsm, for office and print.",box,37.03,322,True,"{""size"": ""SRA3"", ""gsm"": 120, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-10-09T20:15:10
PAPER-A5-120-COATEDGLOSS-L,A5 Coated Gloss 120 gsm,"Recycled coated gloss paper, A5, 120 gsm, for office and print.",ream,5.27,241,True,"{""size"": ""A5"", ""gsm"": 120, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-06-06T06:06:28
PAPER-A4-300-CARDSTOCK-T,A4 Cardstock 300 gsm,"Bright White cardstock paper, A4, 300 gsm, for office and print.",ream,9.38,390,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-08-02T20:01:43
PAPER-SRA3-90-CARDSTOCK-N,SRA3 Cardstock 90 gsm,"Recycled cardstock paper, SRA3, 90 gsm, for office and print.",ream,6.66,543,True,"{""size"": ""SRA3"", ""gsm"": 90, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-10-14T09:37:02
PAPER-A5-160-COATEDMATTE,A5 Coated Matte 160 gsm,"Ivory coated matte paper, A5, 160 gsm, for office and print.",pallet,487.86,0,True,"{""size"": ""A5"", ""gsm"": 160, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-09-13T03:56:15
PAPER-A2-160-UNCOATED,A2 Uncoated 160 gsm,"Ivory uncoated paper, A2, 160 gsm, for office and print.",box,49.43,475,True,"{""size"": ""A2"", ""gsm"": 160, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-05-21T02:17:04
PAPER-A2-200-COATEDGLOSS,A2 Coated Gloss 200 gsm,"Bright White coated gloss paper, A2, 200 gsm, for office and print.",ream,13.75,320,True,"{""size"": ""A2"", ""gsm"": 200, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-06-26T22:08:26
PAPER-SRA3-120-COATEDGLOSS,SRA3 Coated Gloss 120 gsm,"Bright White coated gloss paper, SRA3, 120 gsm, for office and print.",box,35.59,281,True,"{""size"": ""SRA3"", ""gsm"": 120, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-09-02T23:03:45
PAPER-A2-120-CARDSTOCK-T,A2 Cardstock 120 gsm,"Ivory cardstock paper, A2, 120 gsm, for office and print.",ream,9.84,383,True,"{""size"": ""A2"", ""gsm"": 120, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-10-13T17:00:35
PAPER-A4-170-UNCOATED-Y,A4 Uncoated 170 gsm,"Recycled uncoated paper, A4, 170 gsm, for office and print.",box,31.48,244,True,"{""size"": ""A4"", ""gsm"": 170, ""finish"": ""Uncoated"", ""color"": ""Recycled""}",2025-09-18T03:22:45
PAPER-A2-100-COATEDMATTE-A,A2 Coated Matte 100 gsm,"White coated matte paper, A2, 100 gsm, for office and print.",ream,8.54,316,True,"{""size"": ""A2"", ""gsm"": 100, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-05-08T19:27:27
PAPER-A3-80-COATEDGLOSS-B,A3 Coated Gloss 80 gsm,"Recycled coated gloss paper, A3, 80 gsm, for office and print.",ream,6.38,220,True,"{""size"": ""A3"", ""gsm"": 80, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-09-09T13:21:20
PAPER-A3-160-COPY-R,A3 Copy 160 gsm,"Ivory copy paper, A3, 160 gsm, for office and print.",box,38.45,694,True,"{""size"": ""A3"", ""gsm"": 160, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-10-19T22:39:07
PAPER-A5-140-COATEDMATTE-V,A5 Coated Matte 140 gsm,"Bright White coated matte paper, A5, 140 gsm, for office and print.",pallet,499.16,25,True,"{""size"": ""A5"", ""gsm"": 140, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-04-27T21:19:49
PAPER-A4-200-COATEDMATTE-W,A4 Coated Matte 200 gsm,"Ivory coated matte paper, A4, 200 gsm, for office and print.",pallet,592.57,0,True,"{""size"": ""A4"", ""gsm"": 200, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-09-22T08:04:51
PAPER-A2-90-CARDSTOCK-F,A2 Cardstock 90 gsm,"Ivory cardstock paper, A2, 90 gsm, for office and print.",ream,8.59,432,True,"{""size"": ""A2"", ""gsm"": 90, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-06-08T06:53:16
PAPER-A5-140-COPY-I,A5 Copy 140 gsm,"Bright White copy paper, A5, 140 gsm, for office and print.",ream,5.0,383,True,"{""size"": ""A5"", ""gsm"": 140, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-06-28T12:23:05
PAPER-A3-160-CARDSTOCK-K,A3 Cardstock 160 gsm,"Ivory cardstock paper, A3, 160 gsm, for office and print.",ream,8.86,366,True,"{""size"": ""A3"", ""gsm"": 160, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-10-02T10:35:35
PAPER-A3-160-UNCOATED-W,A3 Uncoated 160 gsm,"Recycled uncoated paper, A3, 160 gsm, for office and print.",ream,8.61,492,True,"{""size"": ""A3"", ""gsm"": 160, ""finish"": ""Uncoated"", ""color"": ""Recycled""}",2025-06-11T07:08:02
PAPER-A5-170-OFFSET-M,A5 Offset 170 gsm,"Bright White offset paper, A5, 170 gsm, for office and print.",ream,5.32,513,True,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-06-18T00:15:46
PAPER-A3-120-COATEDGLOSS-T,A3 Coated Gloss 120 gsm,"Ivory coated gloss paper, A3, 120 gsm, for office and print.",pallet,577.03,0,True,"{""size"": ""A3"", ""gsm"": 120, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-10-07T12:29:59
PAPER-A5-250-COATEDGLOSS-U,A5 Coated Gloss 250 gsm,"Bright White coated gloss paper, A5, 250 gsm, for office and print.",ream,6.75,313,True,"{""size"": ""A5"", ""gsm"": 250, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-05-04T23:51:51
PAPER-SRA3-75-COATEDMATTE-J,SRA3 Coated Matte 75 gsm,"Recycled coated matte paper, SRA3, 75 gsm, for office and print.",ream,6.07,358,True,"{""size"": ""SRA3"", ""gsm"": 75, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-07-29T06:54:17
PAPER-A2-160-COATEDMATTE-U,A2 Coated Matte 160 gsm,"White coated matte paper, A2, 160 gsm, for office and print.",ream,11.37,54,True,"{""size"": ""A2"", ""gsm"": 160, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-05-18T18:16:26
PAPER-A2-170-COPY-U,A2 Copy 170 gsm,"White copy paper, A2, 170 gsm, for office and print.",ream,12.4,172,True,"{""size"": ""A2"", ""gsm"": 170, ""finish"": ""Copy"", ""color"": ""White""}",2025-08-10T15:57:47
PAPER-A4-170-CARDSTOCK,A4 Cardstock 170 gsm,"Bright White cardstock paper, A4, 170 gsm, for office and print.",box,32.95,605,True,"{""size"": ""A4"", ""gsm"": 170, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-06-02T13:02:39
PAPER-SRA3-300-COATEDGLOSS-B,SRA3 Coated Gloss 300 gsm,"White coated gloss paper, SRA3, 300 gsm, for office and print.",ream,14.76,646,True,"{""size"": ""SRA3"", ""gsm"": 300, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-05-13T09:06:47
PAPER-A4-100-COATEDMATTE,A4 Coated Matte 100 gsm,"Bright White coated matte paper, A4, 100 gsm, for office and print.",ream,5.56,362,True,"{""size"": ""A4"", ""gsm"": 100, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-08-01T16:29:12
PAPER-A2-70-CARDSTOCK-S,A2 Cardstock 70 gsm,"White cardstock paper, A2, 70 gsm, for office and print.",box,31.11,486,True,"{""size"": ""A2"", ""gsm"": 70, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-07-25T06:29:13
PAPER-A5-100-CARDSTOCK-J,A5 Cardstock 100 gsm,"Recycled cardstock paper, A5, 100 gsm, for office and print.",box,23.71,446,True,"{""size"": ""A5"", ""gsm"": 100, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-08-03T13:18:05
PAPER-SRA3-80-UNCOATED-M,SRA3 Uncoated 80 gsm,"Ivory uncoated paper, SRA3, 80 gsm, for office and print.",ream,6.96,861,True,"{""size"": ""SRA3"", ""gsm"": 80, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-07-09T11:15:51
PAPER-A4-100-CARDSTOCK-A,A4 Cardstock 100 gsm,"Recycled cardstock paper, A4, 100 gsm, for office and print.",pallet,523.21,187,True,"{""size"": ""A4"", ""gsm"": 100, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-05-25T13:42:01
PAPER-A5-200-UNCOATED-C,A5 Uncoated 200 gsm,"Bright White uncoated paper, A5, 200 gsm, for office and print.",ream,5.87,380,True,"{""size"": ""A5"", ""gsm"": 200, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-07-21T19:53:18
PAPER-SRA3-250-UNCOATED-H,SRA3 Uncoated 250 gsm,"Ivory uncoated paper, SRA3, 250 gsm, for office and print.",ream,13.26,256,True,"{""size"": ""SRA3"", ""gsm"": 250, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-05-23T18:46:56
PAPER-A2-70-UNCOATED-C,A2 Uncoated 70 gsm,"Bright White uncoated paper, A2, 70 gsm, for office and print.",box,31.73,159,True,"{""size"": ""A2"", ""gsm"": 70, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-05-19T19:22:01
PAPER-A2-160-COATEDGLOSS-U,A2 Coated Gloss 160 gsm,"Recycled coated gloss paper, A2, 160 gsm, for office and print.",ream,11.41,430,True,"{""size"": ""A2"", ""gsm"": 160, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-05-11T19:13:28
PAPER-A3-160-COATEDMATTE-J,A3 Coated Matte 160 gsm,"Recycled coated matte paper, A3, 160 gsm, for office and print.",box,39.21,286,True,"{""size"": ""A3"", ""gsm"": 160, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-09-17T01:27:00
PAPER-A3-140-OFFSET,A3 Offset 140 gsm,"White offset paper, A3, 140 gsm, for office and print.",ream,8.39,186,True,"{""size"": ""A3"", ""gsm"": 140, ""finish"": ""Offset"", ""color"": ""White""}",2025-10-06T04:03:29
PAPER-A3-120-OFFSET,A3 Offset 120 gsm,"Recycled offset paper, A3, 120 gsm, for office and print.",pallet,572.97,0,True,"{""size"": ""A3"", ""gsm"": 120, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-07-12T05:54:34
PAPER-A2-75-OFFSET,A2 Offset 75 gsm,"White offset paper, A2, 75 gsm, for office and print.",box,34.15,237,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Offset"", ""color"": ""White""}",2025-09-08T19:19:52
PAPER-A3-300-CARDSTOCK,A3 Cardstock 300 gsm,"White cardstock paper, A3, 300 gsm, for office and print.",box,57.63,653,True,"{""size"": ""A3"", ""gsm"": 300, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-10-02T13:18:54
PAPER-A2-200-COATEDMATTE-R,A2 Coated Matte 200 gsm,"Ivory coated matte paper, A2, 200 gsm, for office and print.",pallet,745.64,152,True,"{""size"": ""A2"", ""gsm"": 200, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-09-10T05:22:05
PAPER-A4-120-COATEDMATTE-S,A4 Coated Matte 120 gsm,"Ivory coated matte paper, A4, 120 gsm, for office and print.",pallet,545.99,18,True,"{""size"": ""A4"", ""gsm"": 120, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-08-21T06:25:29
PAPER-A2-75-COATEDMATTE,A2 Coated Matte 75 gsm,"Recycled coated matte paper, A2, 75 gsm, for office and print.",ream,7.55,621,True,"{""size"": ""A2"", ""gsm"": 75, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-09-28T18:13:03
PAPER-A2-80-COATEDMATTE-S,A2 Coated Matte 80 gsm,"Ivory coated matte paper, A2, 80 gsm, for office and print.",ream,7.79,411,True,"{""size"": ""A2"", ""gsm"": 80, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-08-26T01:14:34
PAPER-A5-90-COATEDMATTE-L,A5 Coated Matte 90 gsm,"Ivory coated matte paper, A5, 90 gsm, for office and print.",ream,4.49,270,True,"{""size"": ""A5"", ""gsm"": 90, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-09-04T01:19:55
PAPER-SRA3-160-COATEDMATTE,SRA3 Coated Matte 160 gsm,"White coated matte paper, SRA3, 160 gsm, for office and print.",ream,9.86,628,True,"{""size"": ""SRA3"", ""gsm"": 160, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-09-05T11:14:48
PAPER-A3-300-COATEDGLOSS-M,A3 Coated Gloss 300 gsm,"Ivory coated gloss paper, A3, 300 gsm, for office and print.",ream,13.13,480,True,"{""size"": ""A3"", ""gsm"": 300, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-05-14T06:59:26
PAPER-A3-140-OFFSET-L,A3 Offset 140 gsm,"Bright White offset paper, A3, 140 gsm, for office and print.",ream,8.12,244,True,"{""size"": ""A3"", ""gsm"": 140, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-09-25T12:25:10
PAPER-A2-80-COATEDMATTE-Q,A2 Coated Matte 80 gsm,"Ivory coated matte paper, A2, 80 gsm, for office and print.",ream,7.78,371,True,"{""size"": ""A2"", ""gsm"": 80, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-06-10T17:54:31
PAPER-A3-200-CARDSTOCK-N,A3 Cardstock 200 gsm,"White cardstock paper, A3, 200 gsm, for office and print.",box,44.63,268,True,"{""size"": ""A3"", ""gsm"": 200, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-08-26T05:36:45
PAPER-SRA3-90-UNCOATED,SRA3 Uncoated 90 gsm,"Ivory uncoated paper, SRA3, 90 gsm, for office and print.",box,31.71,192,True,"{""size"": ""SRA3"", ""gsm"": 90, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-05-27T09:03:34
